Quantity,Sales,Month,Category_Accessories,Category_Electronics,Category_Office,Region_East,Region_North,Region_South,Region_West,Profit
-1.5265671675800616,-0.9779091798280565,1.011834138528371,1.0,0.0,0.0,0.0,1.0,0.0,0.0,193.92
0.8030535372510768,1.0918777987507184,-1.0189626497033886,1.0,0.0,0.0,0.0,1.0,0.0,0.0,651.27
-0.7500269326363488,-0.12663243636110288,0.14149265785761683,0.0,1.0,0.0,0.0,1.0,0.0,0.0,572.73
0.026513302307363994,-0.6754333797902078,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,213.63
-0.7500269326363488,0.1758433636767458,1.3019479654186223,0.0,0.0,1.0,0.0,1.0,0.0,0.0,939.2
0.026513302307363994,0.1750236460614671,0.14149265785761683,0.0,1.0,0.0,0.0,1.0,0.0,0.0,570.36
1.5795937721947897,1.2664776508050863,1.5920617923088736,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1562.14
0.026513302307363994,0.25289681951294574,-1.0189626497033886,0.0,1.0,0.0,0.0,0.0,0.0,1.0,406.93
-1.1382970501082053,-0.2770506187647485,0.43160648474786817,0.0,0.0,1.0,0.0,1.0,0.0,0.0,206.42
-1.1382970501082053,-0.6828108383277163,-0.4387349959228859,0.0,1.0,0.0,0.0,1.0,0.0,0.0,211.11
-1.5265671675800616,-0.7877346930833927,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,194.08
1.1913236547229331,-0.6852699911735525,1.011834138528371,0.0,0.0,1.0,0.0,0.0,0.0,1.0,152.1
-0.36175681516449243,-0.8442952085376246,-1.5991903034838912,1.0,0.0,0.0,0.0,0.0,0.0,1.0,147.91
1.5795937721947897,3.166173224213526,-0.7288488228131372,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1907.36
-0.36175681516449243,0.0836251319578895,-1.30907647659364,1.0,0.0,0.0,0.0,0.0,1.0,0.0,713.46
-0.7500269326363488,-0.12663243636110288,-0.4387349959228859,1.0,0.0,0.0,0.0,1.0,0.0,0.0,202.81
0.8030535372510768,-0.1389282005902837,-0.7288488228131372,0.0,1.0,0.0,0.0,0.0,1.0,0.0,702.79
-0.7500269326363488,-0.8656078665348714,1.5920617923088736,0.0,0.0,1.0,0.0,0.0,0.0,1.0,201.24
-0.36175681516449243,0.27543905393311063,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,410.92
0.026513302307363994,0.9312131461560889,-1.0189626497033886,1.0,0.0,0.0,0.0,0.0,0.0,1.0,716.91
-0.36175681516449243,-0.9197092291432671,0.7217203116381196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,121.51
1.1913236547229331,-0.7475685299347353,-0.4387349959228859,0.0,1.0,0.0,0.0,1.0,0.0,0.0,246.77
1.5795937721947897,2.303010575325031,1.5920617923088736,1.0,0.0,0.0,0.0,0.0,1.0,0.0,781.78
-0.7500269326363488,-0.01228182902972106,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,320.11
0.026513302307363994,0.5234036325549243,-1.30907647659364,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1023.39
-0.7500269326363488,-0.6110855469908281,-1.5991903034838912,0.0,1.0,0.0,0.0,0.0,1.0,0.0,181.08
0.4147834197792204,0.25576583116642126,-1.5991903034838912,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1002.5
-1.5265671675800616,-1.1127527275414064,-1.0189626497033886,1.0,0.0,0.0,0.0,0.0,0.0,1.0,72.34
-0.36175681516449243,-0.27213231307307617,-1.5991903034838912,1.0,0.0,0.0,0.0,0.0,0.0,1.0,577.26
0.4147834197792204,-0.8852810893015608,1.3019479654186223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,210.39
0.026513302307363994,0.09510117857179162,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,954.17
0.8030535372510768,-0.7414206478201449,0.14149265785761683,1.0,0.0,0.0,0.0,0.0,1.0,0.0,177.39
1.1913236547229331,1.1607340784341311,-0.4387349959228859,1.0,0.0,0.0,1.0,0.0,0.0,0.0,436.85
-1.1382970501082053,-0.5655912193428589,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,437.3
0.8030535372510768,0.4348741301048222,0.14149265785761683,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1037.64
0.8030535372510768,-1.0053697199398937,1.3019479654186223,0.0,1.0,0.0,0.0,0.0,0.0,1.0,148.5
0.8030535372510768,2.093162865813678,1.5920617923088736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1587.91
-0.7500269326363488,-0.4819800225844292,-0.4387349959228859,1.0,0.0,0.0,0.0,0.0,1.0,0.0,553.1
0.4147834197792204,-0.3786956030593101,-0.7288488228131372,0.0,1.0,0.0,1.0,0.0,0.0,0.0,126.03
0.026513302307363994,0.8861286773157591,0.7217203116381196,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1338.8
0.8030535372510768,1.1119608803250471,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,1.0,0.0,362.48
0.8030535372510768,1.576740768188083,0.7217203116381196,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1596.35
-0.7500269326363488,-0.3811547559051463,1.5920617923088736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,317.08
0.026513302307363994,-0.9090529001446437,1.011834138528371,0.0,1.0,0.0,0.0,1.0,0.0,0.0,58.28
-1.5265671675800616,-0.9004458651842171,0.14149265785761683,0.0,1.0,0.0,0.0,1.0,0.0,0.0,93.56
0.026513302307363994,0.6893964496488656,1.5920617923088736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1365.63
0.4147834197792204,0.9885933792255994,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,845.75
0.026513302307363994,1.1258960797847855,1.5920617923088736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,310.6
-0.36175681516449243,-0.42623922474547604,0.43160648474786817,0.0,1.0,0.0,0.0,0.0,1.0,0.0,338.44
0.8030535372510768,-0.08441697917424866,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,1.0,0.0,425.24
-0.36175681516449243,0.14592367071907242,-1.30907647659364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,392.22
-1.5265671675800616,-0.8127360803493938,-0.4387349959228859,0.0,1.0,0.0,0.0,0.0,0.0,1.0,228.63
0.8030535372510768,-0.3684491328683261,-0.14862116903263453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,121.69
1.1913236547229331,1.1738495602785908,0.43160648474786817,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1143.04
-0.7500269326363488,0.12297157749126819,-1.30907647659364,1.0,0.0,0.0,0.0,0.0,0.0,1.0,331.28
-0.7500269326363488,-0.26188584288209216,-0.7288488228131372,0.0,1.0,0.0,0.0,0.0,1.0,0.0,531.79
-1.1382970501082053,-1.114802021579603,-0.7288488228131372,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.51
1.1913236547229331,1.3017255082620716,-1.5991903034838912,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1561.42
0.026513302307363994,-0.2122929271577294,-1.5991903034838912,0.0,1.0,0.0,0.0,1.0,0.0,0.0,486.09
-0.36175681516449243,0.43446427129718285,-0.7288488228131372,1.0,0.0,0.0,0.0,0.0,0.0,1.0,462.17
0.026513302307363994,-0.577067265956761,-0.4387349959228859,0.0,0.0,1.0,0.0,0.0,1.0,0.0,391.36
-1.5265671675800616,-1.2037413828373444,1.5920617923088736,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19.33
-1.5265671675800616,-1.066848541085798,-1.0189626497033886,1.0,0.0,0.0,0.0,1.0,0.0,0.0,128.89
-0.36175681516449243,0.22625599701638727,-0.4387349959228859,0.0,0.0,1.0,0.0,1.0,0.0,0.0,623.72
-0.7500269326363488,-0.7020742022867662,-0.14862116903263453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,176.44
0.026513302307363994,0.01722800512031296,1.5920617923088736,1.0,0.0,0.0,0.0,0.0,1.0,0.0,242.15
0.026513302307363994,0.3533122273845893,1.011834138528371,0.0,0.0,1.0,1.0,0.0,0.0,0.0,538.52
-1.5265671675800616,-1.1594766316122935,-1.0189626497033886,0.0,1.0,0.0,0.0,0.0,1.0,0.0,32.67
0.026513302307363994,-1.0893907755059626,1.5920617923088736,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27.77
0.4147834197792204,0.10083920187874268,0.43160648474786817,0.0,1.0,0.0,0.0,1.0,0.0,0.0,359.61
-0.36175681516449243,0.6246387580418465,-1.0189626497033886,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1038.05
0.8030535372510768,-0.8475740789987395,-1.30907647659364,1.0,0.0,0.0,0.0,0.0,1.0,0.0,109.94
-1.1382970501082053,-0.32213508760507825,-0.7288488228131372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,532.12
0.8030535372510768,1.832082805347405,1.5920617923088736,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1655.91
-1.5265671675800616,-0.8914289714161512,-0.4387349959228859,0.0,1.0,0.0,0.0,0.0,1.0,0.0,158.97
0.4147834197792204,-0.6295291933345992,-1.30907647659364,1.0,0.0,0.0,0.0,1.0,0.0,0.0,423.03
-1.5265671675800616,-0.9602852510995639,0.43160648474786817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,165.16
1.1913236547229331,0.08526456718844695,1.011834138528371,0.0,1.0,0.0,0.0,1.0,0.0,0.0,533.7
-0.36175681516449243,-1.0213542134378288,-0.14862116903263453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,81.77
1.5795937721947897,1.6611716825617915,-0.4387349959228859,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2105.82
1.5795937721947897,2.358341514356345,-0.7288488228131372,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1344.96
0.4147834197792204,1.0426947418339951,-1.0189626497033886,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1294.16
-1.1382970501082053,-0.49017719873721644,1.011834138528371,0.0,1.0,0.0,0.0,1.0,0.0,0.0,168.92
-1.5265671675800616,-1.169313242995638,-0.14862116903263453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,57.88
1.5795937721947897,1.982091128943411,-0.7288488228131372,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2054.02
0.026513302307363994,0.5377486908223019,1.5920617923088736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1160.55
0.4147834197792204,0.7672696231003443,0.7217203116381196,1.0,0.0,0.0,0.0,1.0,0.0,0.0,929.18
-0.7500269326363488,0.17461378725382773,-1.5991903034838912,1.0,0.0,0.0,1.0,0.0,0.0,0.0,565.0
-1.5265671675800616,-0.8680670193807076,-1.30907647659364,1.0,0.0,0.0,0.0,0.0,0.0,1.0,222.5
0.8030535372510768,-0.6668263448297812,-1.0189626497033886,0.0,1.0,0.0,0.0,0.0,1.0,0.0,248.02
-1.1382970501082053,-0.9893852264419586,0.43160648474786817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,161.1
-1.5265671675800616,-0.9734007329440235,0.14149265785761683,0.0,1.0,0.0,1.0,0.0,0.0,0.0,114.42
0.026513302307363994,0.03567165146408422,-0.7288488228131372,1.0,0.0,0.0,0.0,0.0,1.0,0.0,787.7
0.4147834197792204,-0.8877402421473969,-0.4387349959228859,0.0,1.0,0.0,1.0,0.0,0.0,0.0,184.48
-0.36175681516449243,-0.7606840117791949,0.7217203116381196,0.0,1.0,0.0,1.0,0.0,0.0,0.0,212.77
-0.7500269326363488,-1.0893907755059626,-0.14862116903263453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,112.08
-1.5265671675800616,-0.9074134649140863,0.7217203116381196,0.0,1.0,0.0,0.0,1.0,0.0,0.0,95.54
0.4147834197792204,-0.9984021202100245,-0.4387349959228859,0.0,1.0,0.0,1.0,0.0,0.0,0.0,83.75
1.5795937721947897,2.0595544435872504,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,710.23
1.1913236547229331,-0.16720845831739967,1.011834138528371,1.0,0.0,0.0,0.0,1.0,0.0,0.0,723.88
-0.7500269326363488,0.076247673420381,1.3019479654186223,0.0,1.0,0.0,0.0,1.0,0.0,0.0,440.7
0.026513302307363994,0.568488101395254,0.43160648474786817,1.0,0.0,0.0,0.0,0.0,0.0,1.0,355.51
-1.1382970501082053,-0.3057407352995038,-1.0189626497033886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,305.07
0.4147834197792204,-0.5409996908844972,-0.7288488228131372,0.0,1.0,0.0,1.0,0.0,0.0,0.0,307.44
-0.36175681516449243,-1.1557879023435393,1.5920617923088736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,54.05
0.4147834197792204,0.16477717587048304,-1.0189626497033886,0.0,1.0,0.0,0.0,0.0,0.0,1.0,705.74
1.1913236547229331,1.8066715592737645,0.14149265785761683,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1702.48
0.4147834197792204,0.6885767320335868,-0.7288488228131372,0.0,1.0,0.0,0.0,0.0,0.0,1.0,705.85
0.8030535372510768,-0.8619191372661171,-1.0189626497033886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,124.62
-0.36175681516449243,-1.1279175034240627,-1.0189626497033886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.05
-0.36175681516449243,-0.9869260735961224,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,149.89
-1.5265671675800616,-0.9225782407967427,-1.0189626497033886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,65.27
-0.36175681516449243,-0.6524812865624036,1.011834138528371,1.0,0.0,0.0,0.0,1.0,0.0,0.0,431.89
0.4147834197792204,0.4057741547624275,-0.7288488228131372,1.0,0.0,0.0,0.0,0.0,1.0,0.0,364.11
0.8030535372510768,1.0689257055229142,-0.14862116903263453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,355.81
-0.36175681516449243,0.33937702792485097,-0.7288488228131372,1.0,0.0,0.0,0.0,0.0,0.0,1.0,302.37
0.4147834197792204,-0.8385571852306736,-0.4387349959228859,1.0,0.0,0.0,0.0,0.0,1.0,0.0,114.7
1.5795937721947897,-0.35287449817803035,1.3019479654186223,1.0,0.0,0.0,1.0,0.0,0.0,0.0,413.76
0.4147834197792204,1.6796153289055624,1.5920617923088736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1627.42
-1.5265671675800616,-1.1717723958414743,-1.0189626497033886,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.88
0.026513302307363994,-0.863968431304314,-0.7288488228131372,1.0,0.0,0.0,1.0,0.0,0.0,0.0,266.02
-1.5265671675800616,-0.859459984420281,-1.5991903034838912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127.58
-1.1382970501082053,-1.198413218338033,1.3019479654186223,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.42
1.5795937721947897,1.8271644996557326,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,594.28
0.8030535372510768,2.1017699007741046,1.3019479654186223,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2308.76
0.026513302307363994,-0.3782857442516708,0.43160648474786817,0.0,1.0,0.0,1.0,0.0,0.0,0.0,632.68
-1.5265671675800616,-0.8529022434980512,-0.4387349959228859,1.0,0.0,0.0,0.0,1.0,0.0,0.0,59.98
0.026513302307363994,-1.1385738324226862,-1.0189626497033886,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.41
1.5795937721947897,2.8636974241756774,1.011834138528371,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1486.3
1.1913236547229331,1.5345253110012287,-1.30907647659364,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1125.23
-1.5265671675800616,-0.9565965218308097,1.011834138528371,0.0,0.0,1.0,1.0,0.0,0.0,0.0,99.13
0.026513302307363994,-0.9356937226412022,0.14149265785761683,0.0,1.0,0.0,0.0,0.0,1.0,0.0,157.64
0.8030535372510768,0.4807783165604307,1.3019479654186223,1.0,0.0,0.0,1.0,0.0,0.0,0.0,358.02
-0.36175681516449243,-0.3852533439815399,-1.30907647659364,0.0,1.0,0.0,0.0,1.0,0.0,0.0,576.48
1.5795937721947897,3.0665775339571613,0.43160648474786817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2387.63
0.4147834197792204,0.14264480025795753,-0.4387349959228859,1.0,0.0,0.0,0.0,0.0,1.0,0.0,914.17
-0.36175681516449243,-0.8147853743875906,-1.5991903034838912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,213.05
0.026513302307363994,-1.05250348281842,-0.4387349959228859,0.0,1.0,0.0,1.0,0.0,0.0,0.0,73.07
-0.7500269326363488,-0.21270278596536876,-1.0189626497033886,1.0,0.0,0.0,0.0,0.0,0.0,1.0,285.65
1.1913236547229331,0.714807695722506,-1.5991903034838912,0.0,1.0,0.0,1.0,0.0,0.0,0.0,511.97
1.1913236547229331,2.052586843857381,0.7217203116381196,0.0,1.0,0.0,1.0,0.0,0.0,0.0,605.8
-0.36175681516449243,0.4836473282139062,-0.14862116903263453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,947.76
-1.5265671675800616,-0.9815979090968107,1.011834138528371,0.0,1.0,0.0,1.0,0.0,0.0,0.0,93.78
1.5795937721947897,1.805032124043207,-1.0189626497033886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1212.51
-0.36175681516449243,0.44266144744997005,0.14149265785761683,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1156.71
0.026513302307363994,0.8369456203990356,0.14149265785761683,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1201.56
0.026513302307363994,0.7713682111767378,0.7217203116381196,0.0,1.0,0.0,0.0,1.0,0.0,0.0,387.33
0.4147834197792204,-0.1795042225465805,-0.7288488228131372,0.0,1.0,0.0,0.0,0.0,1.0,0.0,434.37
-0.7500269326363488,-0.3725477209447197,1.5920617923088736,0.0,1.0,0.0,0.0,1.0,0.0,0.0,415.84
-1.5265671675800616,-1.156607619958818,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,1.0,0.0,55.4
-1.1382970501082053,-0.32951254614258674,1.3019479654186223,0.0,1.0,0.0,0.0,0.0,0.0,1.0,212.08
0.4147834197792204,0.04181953357867464,0.14149265785761683,1.0,0.0,0.0,1.0,0.0,0.0,0.0,578.87
0.8030535372510768,0.13936592979684265,1.5920617923088736,0.0,1.0,0.0,0.0,0.0,1.0,0.0,347.19
1.1913236547229331,2.331290833052147,0.43160648474786817,0.0,1.0,0.0,1.0,0.0,0.0,0.0,580.31
-1.1382970501082053,-0.7975713044667374,-0.7288488228131372,0.0,1.0,0.0,0.0,0.0,1.0,0.0,176.53
-0.7500269326363488,-0.16720845831739967,0.14149265785761683,1.0,0.0,0.0,1.0,0.0,0.0,0.0,199.97
-0.7500269326363488,-0.20532532742786025,-0.14862116903263453,0.0,0.0,1.0,0.0,0.0,0.0,1.0,300.74
0.8030535372510768,-0.9508584985238586,1.011834138528371,0.0,1.0,0.0,0.0,1.0,0.0,0.0,64.82
0.8030535372510768,0.16231802302464687,1.3019479654186223,0.0,1.0,0.0,0.0,0.0,1.0,0.0,607.44
0.026513302307363994,0.03772094550228103,1.011834138528371,0.0,1.0,0.0,0.0,0.0,0.0,1.0,853.66
-0.7500269326363488,-1.0709471291621915,-1.0189626497033886,0.0,1.0,0.0,1.0,0.0,0.0,0.0,129.27
-0.36175681516449243,-0.8983965711460203,-0.14862116903263453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,72.99
-1.1382970501082053,-1.2033315240297051,-0.4387349959228859,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.33
-0.7500269326363488,-0.3282829697196687,-1.0189626497033886,1.0,0.0,0.0,0.0,1.0,0.0,0.0,507.79
-1.1382970501082053,-0.6295291933345992,-1.5991903034838912,1.0,0.0,0.0,0.0,0.0,0.0,1.0,298.73
0.026513302307363994,0.7652203290621474,-0.14862116903263453,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1196.6
-0.7500269326363488,-0.1389282005902837,0.43160648474786817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,663.54
0.8030535372510768,-0.7414206478201449,-0.14862116903263453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,118.36
-1.1382970501082053,-1.014796472515599,-0.4387349959228859,0.0,1.0,0.0,0.0,0.0,0.0,1.0,86.16
-1.1382970501082053,-0.5491968670372844,-0.4387349959228859,0.0,1.0,0.0,0.0,1.0,0.0,0.0,93.25
-0.36175681516449243,-1.1016865397351436,1.3019479654186223,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.66
0.4147834197792204,0.31724465231232546,1.5920617923088736,0.0,1.0,0.0,0.0,1.0,0.0,0.0,388.34
0.4147834197792204,0.6689035092668976,0.7217203116381196,0.0,1.0,0.0,0.0,1.0,0.0,0.0,932.97
0.026513302307363994,-0.21639151523412303,0.14149265785761683,0.0,1.0,0.0,0.0,1.0,0.0,0.0,487.18
-1.1382970501082053,-0.37295757975235905,-1.0189626497033886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,619.29
-0.7500269326363488,-0.21270278596536876,-1.5991903034838912,1.0,0.0,0.0,0.0,0.0,0.0,1.0,169.6
-1.5265671675800616,-1.1525090318824245,-0.7288488228131372,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.33
0.4147834197792204,-0.13032116562985713,-1.5991903034838912,0.0,1.0,0.0,0.0,0.0,0.0,1.0,636.48
-0.7500269326363488,-0.011052252606802976,-0.7288488228131372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,872.49
-1.1382970501082053,-1.1492301614213094,1.3019479654186223,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.78
1.1913236547229331,-0.9508584985238586,-0.4387349959228859,0.0,1.0,0.0,0.0,0.0,1.0,0.0,120.06
-0.7500269326363488,-1.0635696706246829,1.011834138528371,1.0,0.0,0.0,0.0,1.0,0.0,0.0,89.49
-1.5265671675800616,-1.0938992223899957,-1.5991903034838912,0.0,1.0,0.0,0.0,0.0,1.0,0.0,84.38
-0.7500269326363488,-0.37623645021347396,-1.5991903034838912,0.0,1.0,0.0,0.0,0.0,0.0,1.0,510.69
1.1913236547229331,0.4393825769888552,-0.4387349959228859,1.0,0.0,0.0,0.0,1.0,0.0,0.0,710.11
0.8030535372510768,0.04181953357867464,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,1.0,0.0,299.7
0.8030535372510768,-0.1475352355507103,-0.4387349959228859,0.0,1.0,0.0,1.0,0.0,0.0,0.0,603.07
-1.1382970501082053,-0.5311630795011526,0.43160648474786817,0.0,1.0,0.0,1.0,0.0,0.0,0.0,501.19
0.8030535372510768,1.746012455743139,0.7217203116381196,1.0,0.0,0.0,0.0,1.0,0.0,0.0,948.4
-0.7500269326363488,-0.4266490835531154,-0.4387349959228859,0.0,1.0,0.0,0.0,1.0,0.0,0.0,160.84
0.8030535372510768,1.7115843159014326,-0.4387349959228859,0.0,1.0,0.0,0.0,0.0,0.0,1.0,479.23
1.5795937721947897,1.5947745557242148,-0.4387349959228859,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1249.31
0.8030535372510768,1.0115454724534036,-1.30907647659364,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1475.67
-1.1382970501082053,-0.337709722295374,-1.5991903034838912,0.0,0.0,1.0,0.0,0.0,1.0,0.0,116.47
0.026513302307363994,0.3840516379575414,-1.5991903034838912,0.0,1.0,0.0,0.0,0.0,1.0,0.0,824.4
0.8030535372510768,-0.13319017728333266,-1.5991903034838912,0.0,1.0,0.0,0.0,1.0,0.0,0.0,638.26
-1.1382970501082053,-0.9434810399863501,1.011834138528371,0.0,1.0,0.0,0.0,1.0,0.0,0.0,170.75
0.026513302307363994,0.05001670973146187,0.43160648474786817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,245.25
0.026513302307363994,-1.0238133662836648,1.5920617923088736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63.11
1.1913236547229331,-1.05250348281842,0.43160648474786817,0.0,1.0,0.0,0.0,1.0,0.0,0.0,132.45
-0.36175681516449243,0.09674061380234907,-0.14862116903263453,0.0,0.0,1.0,1.0,0.0,0.0,0.0,354.4
-1.1382970501082053,-0.53280251473171,-1.5991903034838912,0.0,1.0,0.0,0.0,0.0,1.0,0.0,183.75
1.1913236547229331,-0.9115120529904799,1.3019479654186223,1.0,0.0,0.0,0.0,1.0,0.0,0.0,240.84
-0.36175681516449243,-0.4819800225844292,-1.0189626497033886,1.0,0.0,0.0,0.0,1.0,0.0,0.0,448.46
-0.7500269326363488,-0.9922542380954341,-1.30907647659364,0.0,1.0,0.0,0.0,0.0,0.0,1.0,103.98
1.5795937721947897,1.070974999561111,0.43160648474786817,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1104.02
-0.7500269326363488,-0.056546580254772084,-0.14862116903263453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,765.47
1.5795937721947897,2.4542484753439555,0.7217203116381196,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1087.46
0.026513302307363994,0.7242344482982113,0.43160648474786817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,338.31
-1.5265671675800616,-0.7627333058173917,0.43160648474786817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,206.28
